species logage
Trachypithecus_cristatus 5.876054
Trachypithecus_auratus 5.922114
Trachypithecus_phayrei 5.827768
Trachypithecus_obscurus 5.867601
Trachypithecus_francoisi 5.754476
Presbytis_melalophos 5.375278
Rhinopithecus_roxellana 5.869297
Pygathrix_nemaeus 5.723585
Nasalis_larvatus 5.622572
Colobus_angolensis 6.048790
Colobus_polykomos 5.956873
Colobus_guereza 5.877736
Macaca_sylvanus 5.743003
Macaca_ochreata 5.852202
Macaca_maura 5.981414
Macaca_tonkeana 5.831296
Macaca_sinica 5.955319
Macaca_silenus 6.173786
Macaca_pagensis 5.886104
Macaca_nemestrina 6.067036
Macaca_radiata 5.886104
Macaca_thibetana 5.780744
Macaca_assamensis 5.931715
Macaca_fascicularis 6.135565
Macaca_mulatta 6.122493
Macaca_fuscata 6.061457
Macaca_nigra 5.743003
Macaca_arctoides 5.872681
Lophocebus_aterrimus 5.773309
Papio_ursinus 6.291569
Papio_cynocephalus 6.291569
Papio_papio 6.173786
Papio_hamadryas 6.109248
Papio_anubis 5.711751
Theropithecus_gelada 5.950643
Mandrillus_sphinx 6.249937
Mandrillus_leucophaeus 6.073966
Lophocebus_albigena 6.021509
Cercocebus_torquatus 6.122493
Cercocebus_atys 5.773309
Cercocebus_galeritus 5.529429
Cercocebus_agilis 5.918894
Cercopithecus_hamlyni 5.838313
Cercopithecus_diana 6.073966
Cercopithecus_neglectus 5.836564
Cercopithecus_campbelli 5.934894
Cercopithecus_pogonias 5.725544
Cercopithecus_mona 5.886104
Erythrocebus_patas 5.778890
Chlorocebus_aethiops 5.944373
Cercopithecus_lhoesti 5.257495
Cercopithecus_cephus 5.869297
Cercopithecus_ascanius 5.877736
Cercopithecus_erythrogaster 5.662960
Cercopithecus_petaurista 5.662960
Cercopithecus_mitis 5.964607
Cercopithecus_nictitans 5.780744
Miopithecus_talapoin 5.862494
Allenopithecus_nigroviridis 5.703782
Ptilocercus_lowii 3.478158
Urogale_everetti 4.927254
Tupaia_tana 4.935912
Tupaia_minor 4.986343
Tupaia_belangeri 4.841033
Tupaia_longipes 4.969813
Tupaia_glis 5.003275
Lepus_brachyurus 5.049856
Lepus_americanus 4.564348
Lepus_europaeus 4.914124
Lepus_arcticus 4.430817
Lepus_timidus 5.375278
Lepus_townsendii 4.564348
Lepus_californicus 4.714921
Oryctolagus_cuniculus 5.225747
Sylvilagus_floridanus 4.725616
Sylvilagus_transitionalis 4.714921
Sylvilagus_palustris 4.513055
Sylvilagus_dicei 4.682131
Sylvilagus_nuttallii 4.486387
Sylvilagus_audubonii 4.539030
Ochotona_cansus 4.094345
Ochotona_alpina 3.583519
Ochotona_hyperborea 4.725616
Ochotona_pallasi 3.871201
Ochotona_princeps 4.430817
Ochotona_collaris 4.276666
Ochotona_pusilla 3.871201
Glis_glis 4.665324
Glirulus_japonicus 4.430817
Graphiurus_murinus 4.333361
Graphiurus_platyops 4.472781
Muscardinus_avellanarius 4.216562
Dryomys_nitedula 3.883624
Eliomys_quercinus 4.189655
Eliomys_melanurus 4.309456
Aplodontia_rufa 4.787492
Ratufa_indica 5.480639
Ratufa_bicolor 5.161925
Dremomys_lokriah 4.445001
Callosciurus_erythraeus 5.291293
Callosciurus_finlaysonii 5.034352
Callosciurus_caniceps 4.935912
Callosciurus_prevostii 5.078917
Callosciurus_notatus 4.986343
Sundasciurus_lowii 4.891852
Sundasciurus_hippurus 5.123964
Sundasciurus_tenuis 4.787492
Menetes_berdmorei 3.943522
Xerus_erythropus 4.582925
Xerus_inauris 4.990433
Atlantoxerus_getulus 4.682131
Heliosciurus_rufobrachium 4.659658
Funisciurus_congicus 4.736198
Funisciurus_anerythrus 4.787492
Protoxerus_stangeri 4.114147
Funisciurus_pyrropus 4.736198
Tamias_sibiricus 4.746670
Tamias_striatus 4.736198
Tamias_minimus 4.584763
Tamias_ruficaudus 4.564348
Tamias_dorsalis 5.018603
Tamias_townsendii 4.582925
Tamias_amoenus 4.127134
Spermophilus_citellus 4.387014
Spermophilus_pygmaeus 4.445001
Ictidomys_tridecemlineatus 4.551769
Poliocitellus_franklinii 4.458988
Xerospermophilus_tereticaudus 4.670958
Xerospermophilus_mohavensis 4.539030
Cynomys_ludovicianus 4.948760
Marmota_monax 4.969813
Marmota_menzbieri 5.192957
Marmota_flaviventris 5.165928
Marmota_vancouverensis 4.978112
Marmota_caligata 4.978112
Marmota_marmota 5.358471
Marmota_bobak 5.192957
Otospermophilus_variegatus 4.767289
Callospermophilus_lateralis 4.826712
Ammospermophilus_harrisii 4.845761
Ammospermophilus_nelsoni 4.189655
Ammospermophilus_leucurus 4.624973
Sciurus_vulgaris 5.080161
Sciurus_niger 5.257495
Sciurus_aureogaster 4.927254
Sciurus_variegatoides 5.199601
Sciurus_granatensis 4.927254
Sciurus_carolinensis 5.654592
Tamiasciurus_hudsonicus 4.873669
Glaucomys_volans 5.225747
Glaucomys_sabrinus 5.094976
Trogopterus_xanthipes 4.969813
Pteromys_volans 4.513055
Petaurista_alborufus 5.548298
Petaurista_petaurista 5.257495
Petaurista_leucogenys 5.439817
Pectinator_spekei 4.787492
Ctenodactylus_vali 4.094345
Ctenodactylus_gundi 4.242765
Trichys_fasciculata 4.797442
Hystrix_brachyura 5.791793
Hystrix_pumila 4.736198
Hystrix_africaeaustralis 5.555282
Hystrix_cristata 5.817111
Hystrix_indica 5.784440
Atherurus_africanus 5.616044
Thryonomys_swinderianus 4.063885
Heterocephalus_glaber 5.505332
Heliophobius_argenteocinereus 3.616309
Cryptomys_hottentotus 4.882802
Georychus_capensis 4.445001
Cuniculus_taczanowskii 5.424069
Cuniculus_paca 5.266827
Myoprocta_acouchy 5.002603
Dasyprocta_leporina 5.364105
Dasyprocta_fuliginosa 5.375278
Dasyprocta_azarae 4.953006
Dasyprocta_punctata 4.961445
Dasyprocta_prymnolopha 5.276072
Dasyprocta_ruatanica 5.102302
Dasyprocta_mexicana 5.057519
Dasyprocta_cristata 5.123964
Kerodon_rupestris 4.965638
Hydrochoerus_hydrochaeris 5.091293
Dolichotis_patagonum 5.138149
Galea_musteloides 3.459466
Galea_spixii 4.010963
Cavia_aperea 4.276666
Cavia_tschudii 4.325456
Cavia_porcellus 5.080161
Erethizon_dorsatum 5.375278
Coendou_prehensilis 5.573674
Dinomys_branickii 4.891852
Lagostomus_maximus 4.797442
Lagidium_viscacia 5.455321
Lagidium_peruanum 5.455321
Chinchilla_lanigera 5.141664
Chinchilla_chinchilla 4.787492
Plagiodontia_aedium 5.042134
Geocapromys_ingrahami 4.276666
Geocapromys_brownii 4.873669
Capromys_pilorides 5.015954
Thrichomys_apereoides 4.430817
Hoplomys_gymnurus 4.430817
Proechimys_guyannensis 4.053523
Proechimys_brevicauda 4.401829
Proechimys_semispinosus 3.918005
Myocastor_coypus 5.225747
Makalata_didelphoides 3.616309
Kannabateomys_amblyonyx 2.954910
Ctenomys_talarum 3.583519
Octodontomys_gliroides 4.477337
Octodon_degus 4.841033
Spalacopus_cyanus 4.613138
Abrocoma_bennettii 3.317816
Microdipodops_megacephalus 4.174387
Dipodomys_ordii 4.772378
Dipodomys_heermanni 4.162003
Dipodomys_merriami 4.251348
Dipodomys_spectabilis 4.545420
Dipodomys_deserti 4.636669
Thomomys_talpoides 3.806662
Thomomys_monticola 4.094345
Thomomys_bottae 4.152613
Geomys_tropicalis 4.430817
Geomys_bursarius 4.746670
Cratogeomys_castanops 4.032469
Liomys_adspersus 3.044522
Perognathus_flavus 4.094345
Perognathus_merriami 3.401197
Perognathus_longimembris 4.601162
Perognathus_amplus 4.259859
Perognathus_parvus 4.074142
Chaetodipus_fallax 4.601162
Chaetodipus_formosus 4.284965
Castor_fiber 5.703782
Castor_canadensis 5.439817
Allactaga_euphratica 3.919991
Allactaga_elater 4.133565
Allactaga_sibirica 3.988984
Allactaga_major 4.430817
Jaculus_orientalis 4.189655
Jaculus_jaculus 4.379524
Zapus_hudsonius 4.152613
Napaeozapus_insignis 3.871201
Sicista_betulina 3.871201
Platacanthomys_lasiurus 3.015535
Spalax_ehrenbergi 5.490589
Spalax_leucodon 3.988984
Cannomys_badius 3.966511
Calomyscus_bailwardi 4.725616
Dicrostonyx_torquatus 3.819908
Dicrostonyx_groenlandicus 3.678829
Ondatra_zibethicus 4.787492
Lemmus_lemmus 3.459466
Myopus_schisticolor 2.484907
Synaptomys_cooperi 3.401197
Arvicola_sapidus 3.737670
Arvicola_amphibius 3.806662
Lagurus_lagurus 3.819908
Lasiopodomys_brandtii 3.895894
Microtus_oeconomus 3.072693
Microtus_arvalis 3.845883
Microtus_guentheri 3.845883
Microtus_agrestis 3.883624
Microtus_oregoni 2.708050
Microtus_pennsylvanicus 2.397895
Microtus_ochrogaster 4.152613
Microtus_richardsoni 2.890372
Microtus_pinetorum 3.678829
Ellobius_talpinus 4.341205
Myodes_smithii 3.737670
Myodes_gapperi 2.995732
Myodes_rutilus 3.226844
Myodes_glareolus 4.074142
Alticola_semicanus 3.819908
Mesocricetus_brandti 3.966511
Mesocricetus_auratus 4.423648
Cricetulus_barabensis 4.152613
Cricetus_cricetus 3.819908
Phodopus_roborovskii 4.053523
Phodopus_sungorus 3.751854
Phodopus_campbelli 3.068053
Neotoma_floridana 4.242765
Neotoma_albigula 4.636669
Neotoma_micropus 3.295837
Neotoma_lepida 4.836282
Ochrotomys_nuttalli 4.180522
Reithrodontomys_raviventris 3.433987
Reithrodontomys_megalotis 2.890372
Reithrodontomys_humulis 3.291754
Onychomys_torridus 4.010963
Onychomys_leucogaster 4.152613
Peromyscus_eremicus 4.486387
Peromyscus_californicus 4.189655
Peromyscus_polionotus 4.189655
Peromyscus_maniculatus 4.601162
Peromyscus_gossypinus 2.740840
Peromyscus_leucopus 4.195697
Peromyscus_guatemalensis 4.225373
Peromyscus_crinitus 4.526127
Peromyscus_boylii 2.890372
Peromyscus_attwateri 2.890372
Peromyscus_truei 4.171306
Podomys_floridanus 4.481872
Baiomys_taylori 3.672750
Tylomys_nudicaudus 4.171306
Nyctomys_sumichrasti 4.180522
Oxymycterus_rufus 3.440418
Oryzomys_palustris 3.349904
Eligmodontia_typus 2.261763
Abrothrix_olivaceus 2.484907
Reithrodon_auritus 4.189655
Sigmodon_hispidus 4.133565
Lophiomys_imhausi 4.499810
Gerbilliscus_afra 4.225373
Gerbilliscus_validus 4.094345
Desmodillus_auricularis 4.293195
Tatera_indica 4.430817
Pachyuromys_duprasi 4.333361
Gerbillus_pyramidum 4.589041
Gerbillus_perpallidus 4.189655
Gerbillus_gerbillus 4.259859
Gerbillus_nanus 3.988984
Sekeetamys_calurus 4.333361
Meriones_vinogradovi 4.097672
Meriones_persicus 4.276666
Rhombomys_opimus 3.931826
Psammomys_obesus 3.648057
Meriones_unguiculatus 3.908015
Meriones_meridianus 4.401829
Meriones_crassus 4.207673
Meriones_libycus 4.133565
Acomys_cilicicus 3.871201
Acomys_cahirinus 4.180522
Acomys_wilsoni 4.207673
Sundamys_muelleri 3.178054
Rattus_rattus 3.919991
Rattus_norvegicus 3.819908
Rattus_fuscipes 3.956996
Rattus_lutreolus 3.711130
Berylmys_bowersi 3.549617
Leopoldamys_sabanus 3.178054
Micromys_minutus 3.966511
Chiropodomys_gliroides 3.765840
Pogonomys_macrourus 3.499533
Lenothrix_canus 3.819908
Hydromys_chrysogaster 4.391977
Pseudomys_shortridgei 4.276666
Zyzomys_pedunculatus 4.499810
Pseudomys_australis 4.394449
Pseudomys_fumeus 4.356709
Notomys_alexis 4.242765
Notomys_mitchellii 4.152613
Pseudomys_chapmani 4.401829
Leporillus_conditor 4.152613
Mesembriomys_macrurus 4.445001
Mesembriomys_gouldii 4.251348
Conilurus_penicillatus 3.988984
Mus_musculus 4.094345
Mus_spicilegus 3.737670
Mus_minutoides 3.793239
Praomys_tullbergi 4.133565
Colomys_goslingi 3.583519
Apodemus_speciosus 4.152613
Apodemus_peninsulae 3.966511
Apodemus_agrarius 3.871201
Apodemus_sylvaticus 4.162003
Apodemus_flavicollis 3.931826
Apodemus_argenteus 4.094345
Grammomys_dolichurus 3.966511
Thallomys_paedulcus 3.737670
Lemniscomys_barbarus 3.966511
Lemniscomys_striatus 3.779634
Arvicanthis_niloticus 4.387014
Rhabdomys_pumilio 3.793239
Millardia_gleadowi 3.871201
Phloeomys_pallidus 4.855150
Phloeomys_cumingi 5.094976
Crateromys_heaneyi 4.659658
Delanymys_brooksi 3.178054
Mystromys_albicaudatus 4.301359
Cricetomys_gambianus 4.613138
Cricetomys_emini 4.486387
Dendromus_melanotis 3.919991
Dendromus_mesomelas 3.678829
Saccostomus_campestris 3.779634
Hypogeomys_antimena 5.018603
Pedetes_capensis 5.332719
